===============================
X4dUBnPe
1514171724.78,1514171724.88,0.101929187775
1514171724.79,1514171724.92,0.133451938629
1514171724.78,1514171724.89,0.10882806778
1514171724.76,1514171724.82,0.0621581077576
1514171724.76,1514171724.83,0.0677888393402
1514171712.75,1514171718.73,5.98231005669
1514171724.79,1514171724.91,0.124269008636
1514171724.77,1514171724.84,0.0754380226135
1514171714.73,1514171722.75,8.02227282524
1514171724.8,1514171724.94,0.139698982239
1514171724.77,1514171724.85,0.0810680389404
1514171718.74,1514171724.78,6.04030299187
1514171724.79,1514171724.9,0.116569042206
1514171724.79,1514171724.93,0.140617132187
1514171724.77,1514171724.86,0.0887718200684
1514171722.75,1514171724.79,2.04775691032
1514171724.8,1514171724.96,0.154639005661
1514171724.78,1514171724.87,0.0940539836884
1514171722.75,1514171724.81,2.05643796921
1514171724.8,1514171724.95,0.146587133408
---------------------
